"","kba","coastal_protection_reef","coastal_protection","coastal_protection_offshore","coastal_protection_onshore","commercial_timber","domestic_timber","flood_mitigation_500km","flood_mitigation_50km","fuelwood","fwfish","grazing","marinefish","moisture_recycling","nitrogen_retention_500km","nitrogen_retention_50km","nature_access_rural_6hr","nature_access_rural_1hr","nature_access_urban_6hr","nature_access_urban_1hr","pollination","reef_tourism","sediment_deposition_500km","sediment_deposition_50km","vulnerable_carbon"
"73",175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",187,0,0,0,0,7.52886553527787e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",192,0,0,0,0,0.197874379686988,2.83678237588132e-05,401.134615291287,9.26365574464429,0.0210798058387137,0,0.0657643170954331,0,15.204544027709,1658871.84649123,64720.0562637061,686386.280598958,2388.75449605783,597606.984375,0,0.483925047539391,0,2836.82943415877,100.377277240811,155.80701754386
"76",195,0,0,0,0,0.07855344705881,0,179.856938971091,9.74199407805657,0.0281350647259872,0.00218436843715608,0.108997421153066,0,15.919291053699,1790417.19097222,88514.2367621528,441003.214439655,401.892953017662,361729.143453664,0,2.04794504793568,0,3031.60626718567,183.023267318909,159.944444444444
"77",198,0,0,0,0,0.164527941031274,0,160.265881401513,9.59385038545829,0.0184831092427251,0.00110168108420277,0.114591287715094,0,15.919291053699,1439368.93452381,82040.2904343378,843187.830792683,28859.2429499742,567079.777439024,0,0.355957279388566,0,227.56543826365,12.9987313168656,157.261904761905
"78",199,0,0,0,0,0.0724065810498214,2.35022376121889e-05,210.975722268698,16.3223386025064,0.0106699581456371,0.00309250767653187,0.02232738560828,0,14.2420634482832,1717173.15524194,139630.79265373,130720.684097782,1222.79653573805,85518.9264112903,0,0.70094168370515,0,5672.67418797651,433.147324267414,88.1846153846154
"79",202,0,0,0,0,0.225913705043548,0,386.325137676619,10.2570614584981,0.0354752474831499,0,0.00878533242004258,0,16.1417984072956,1345878.63541667,34907.7578125,498888.5625,10661.5673828125,42890.0546875,0,0.0987126856872891,0,465.907975812753,12.2920160293579,76.75
"80",206,0,0,0,0,0.187771274533988,0,443.378600888917,85.9231148611971,0.0159784783616513,0.0017017165147182,0.0144456245665187,0,14.6418306631537,2645913.09583333,517204.645833333,255602.180349576,967.069746049784,415392.145391949,0,0.826541005922991,0,1567.82456750274,294.719129432738,123.766666666667
"81",208,0,0,0,0,0.0795455215941662,0,117.438998464747,2.650974512366,0.0373174650310691,0,0.113368979096413,0,16.0031739634312,3057452.52734375,64497.0095214844,411917.348214286,2130.81435775757,97724.8705357143,0,2.03980074822903,0,692.907043218613,17.2916133701801,46.1428571428571
"82",209,0,0,0,0,0.0609019148323705,0,458.610597233381,134.304346609618,0.125199879485377,0,0.189839564263821,0,14.9867789032597,12762941.5,4505304.75,457386.625,18793.8102213542,437989.875,0,17.3561573028564,0,370934.140625,129681.78125,79
"83",211,0,0,0,0,0.145685620769749,0,336.775212694602,68.3932483447094,0.0344734355738505,0,0.0240364793525576,0,8.60997673524705,523103.727083333,122460.021875,632855,6220.02147743919,290917.734375,0,2.47319333436123,0,175.895300894976,41.5565851012866,112.066666666667
"84",212,0,0,0,0,0.11008146096566,0,227.165071461778,35.1337379104089,0.067357280378179,0,0.109910874956796,0,8.60997673524705,879863.493055556,192940.918402778,800187.40625,10682.1385498047,462196.622395833,501.364013671875,4.82653368843926,0,15592.5916544596,3525.6849922604,127.777777777778
"85",213,0,62.6964556058248,91.0840874211863,62.6964556058248,0.08515853248335,0,12.108707435527,11.3145998861745,0.0475933048025501,0.466618554696906,0.0670131395612965,4.09487152099609,0,7431.33947306413,6523.37325506944,488193.970138889,28576.102648841,236078.159722222,0,0.346081030719233,0,19.8962769594003,17.5876500896563,85.9230769230769
"86",214,0,0,0,0,0.0863339852204619,0,495.581340278847,150.191557246935,0.0464743000287787,0.0205706879496574,0.034400282318483,0,13.7544804063718,1559684.84090909,501206.658143939,899486.7475,10655.6328949738,872000.41,2193.3131640625,3.84062882083835,0,24938.3332038359,8570.11654069207,138.272727272727
"87",215,0,0,0,0,0.249113034602978,0,966.763800913441,158.912823849836,0.00237220136219328,0,0,0,14.9867789032597,3628575.04310345,710229.086206897,488888.537176724,591.953358979061,655871.473060345,0,0.00122883176061742,0,1558.19360262772,307.441157145747,166.310344827586
"88",216,0,0,0,0,0.139993979131759,0,1019.97547937046,190.547140818653,0.0408625335617095,0.00289230328053236,0,0,14.2989209820909,5235652.25,955857.03125,599492.34375,13631.7070617676,478171.296875,0,0.904239099472761,0,359607.414726257,71799.4121513367,32
"89",219,0,0,0,0,0.124825547039375,0,214.141753830749,20.4232613487721,0.0287621243551187,0,0.059131605332628,0,3.11530476337785,735958.229166667,89782.3654513889,1028636.70833333,18492.3252766927,521369.46875,44251.5885416667,0.799662123123805,0,16702.3989774916,2011.53256956736,168
"90",220,0,0,5790.34814453125,0,0,0,0,0,0,0,0,2.24091481064495,0,0,0,441789.9375,55959.8606770833,114426.5234375,107251.734375,0,0,0,0,0
"91",221,0,0,261.684967041016,0,0,0,0,0,0,0,0,5.52742767333984,0,0,0,0,0,0,0,0,0,0,0,0
"92",222,0,0,0,0,0,0,0,0,0,0,0,2.65805348499801,0,0,0,0,0,0,0,0,0,0,0,0
"93",223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",224,0,0,0,0,0.277092739359643,0,518.566125521967,87.3465032171133,0.00469170190268395,0,0,0,13.7544804063718,578185.875,111716.84375,1176673.9375,23755.7133789062,1011853.625,0,0.00151454261504114,0,0.443966209888458,0.0862076282501221,104.5
"95",226,0,1767.85386689504,830.644591507955,1767.85386689504,0.0209490983045644,0,0,0,0.00299788284695015,0,0,4.46388883662946,0,331.33732202862,326.598184002297,319404.978163147,24779.610530599,110496.39375,39325.6359375,0,0,0,0,106.083333333333
"96",229,0,0,0,0,0.0569596266606834,0,178.458867722624,23.9563464483184,0.0230268676934067,0,0.0345342376888559,0,13.7544804063718,1758554.64453125,271086.178222656,883684.9453125,21820.7423629761,869537.6640625,12297.423828125,5.95268598198891,0,40225.4778456688,6116.89544411004,39
"97",230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",231,0,0,0,0,0.125295603588166,0,882.824642056169,621.472373293111,0.0376741577674637,0,0.0987814880658723,0,13.8607672864222,1228829.125,864043.75,583003.3828125,21066.84765625,307501.423828125,234.981536865234,2.13406443595886,0,38260.81640625,26644.12890625,59
"99",232,0,0,0,0,0.251870861487855,0,1019.56279629286,518.422554453379,0.0203486784738704,0,0,0,13.8607672864222,672311.006944444,341158,997472.472222222,29729.2180447049,601591.194444444,0,0.00750396966112829,0,121.219312371479,65.4479663918416,100.555555555556
"100",235,0,0,0,0,0.178841412114784,0,1054.11961648182,178.836926382003,0.0238955170666577,0.00370492008773403,0.00699915110777425,0,14.2733332105936,4444637.38662791,783552.958439317,698410.003720238,18408.1163097563,626867.052083333,0,0.130054972032709,0,7112.86900967481,1137.23982698277,75.9418604651163
"101",236,0,0,0,0,0.19335163544489,0,472.319666039191,137.531295332749,0.0168978638853449,0.00160427019000053,0.0292871424237561,0,13.51398072206,524885.598110465,155643.196039244,644070.101762821,14095.5001345903,458608.785456731,0,0.711001797305746,0,250.923178578272,77.2270296334917,73.6279069767442
"102",237,0,0,0,0,0.231342737059078,0,607.309531890641,82.1437206175951,0.0219273756070645,0.0828440028799141,0.000235297093131914,0,14.9755809383783,1689901.7931338,230801.60431338,793894.489804965,11957.6568055051,817303.350731383,1823.47077757923,0.202183098834401,0,1730.44898216164,245.016869254358,133.316901408451
"103",238,0,0,0,0,0.0776793086746668,0,358.813866843523,145.609701969451,0.0322125051689907,0.623738690064504,0.0261857186970486,0,13.7544804063718,1664442.03125,726291.94140625,1216545.65,90340.0831054687,1009133.375,172393.769628906,1.31985464990915,0,8425.95826991399,3404.44776884715,52
"104",239,0,0,0,0,0.0757617943426798,0,106.144025805586,97.9867366172996,0.0789367248564838,0,0.0695187225937843,5.52742767333984,0,157735.21875,134133.828125,0,0,0,0,14.2580156326294,0,20895.34765625,17776.115234375,88
"105",241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",242,0,0,0,0,0.136252486040964,0,112.610299479395,31.9511891063512,0.0509296227210975,0,0.0547549654096506,0,8.60997673524705,390920.603515625,195890.987774884,582153.239182692,42678.1255634014,247181.296875,2115.90878061148,2.1694011784814,0,825.412917352937,333.594259789765,84.3148148148148
"107",243,0,0,0,0,0.0892827449022125,0,216.667881613322,33.6354803958858,0.047044417208111,0,0.0534759350121021,0,13.7544804063718,769426.375,145727.8828125,1289227.875,64646.87890625,1009290.04166667,106568.494791667,7.61755609512329,0,16901.137121439,3362.30748197436,74
"108",256,0,0,0,0,0,0,2053.32726756171,192.340652978128,0,0.472305029630661,0.45647248045749,0,12.4802727665543,27027426,2611023.25,40146.08984375,40146.08984375,0,0,4.43711709976196,0,2186563.75,211242.859375,73
"109",257,0,0,0,0,0.00581554748986185,0,2797.2809864247,295.620507339153,0.00527273603544209,0.00567035470157862,0.16840560897364,0,12.4802727665543,28481776,3314261.375,40146.08984375,40146.08984375,0,0,0,0,2913166.0625,344440.658203125,86
"110",259,0,0,0,0,0.113685212715465,0,166.751353794425,24.8749770805555,0.00310983046575887,0.169546108697305,0.00585906084417419,0,6.0110354645302,150084.818474265,22139.6590217142,266327.7769601,1197.7445202555,117949.062872024,0,0.00104993982345417,0,148.423874476596,21.9387415864656,120.2375
"111",260,0,0,0,0,0.229011096864735,0,82.4951507590723,38.3576657201412,0.00746548946981803,0.017559455987066,0.00262632957021628,3.26714804172516,11.3217207982092,95677.7775503914,46817.1372639278,445515.408806818,1747.21833967729,374878.391370739,0,0.00115963869472069,0,5.13376045037626,2.9645624889626,109.018867924528
"112",262,0,0,0,0,0.147458007130789,0,0.108844150644898,0.0825676157425006,0.00856783743188252,0.00231081829406321,0.00922764673246218,2.47973762920925,0,2066.81497019377,1592.27127337456,370935.187890625,823.502184200287,175888.588525391,0,0.00107166847720992,0,5.48539043473658,4.13862528582545,143.717948717949
"113",265,0,27.9165707176382,19.9588569164276,27.9165707176382,0.0504259613391923,0.00192403781993942,0,0,0.00228846845892778,0,0,1.69350205792321,0,288.212060165405,282.83826084137,26628.912109375,1597.43145031399,0,0,0.000192784839115726,0,0,0,74.7333333333333
"114",269,0,0,0,0,0.170309700695089,0,2.31689866898203,1.5848649235702,0.0107545301955639,0.00214165107657512,0.0216924649198679,1.48406054973602,0,7124.59864637587,5964.95402018229,400674.371323529,4197.49671487247,189536.0625,0,0.00138309245743379,0,15.6542728092625,13.3613757333692,158.833333333333
"115",271,0,23.4588093757629,11.3030862808228,23.4588093757629,0.0278347859467031,0.000459287678502104,0,0,0.00138001394014408,0,0,2.79503798484802,0,271.39208984375,264.981262207031,6566.49072265625,1429.6532796224,0,0,0.000227969401748851,0,0,0,57
"116",273,0,88.8793661934989,55.7162844794137,88.8793661934989,0.112707242599737,0,0,0,0.00134438669864113,0,0,2.2446109354496,0,400.240627288818,394.600318908691,6566.49072265625,2933.26745605469,0,0,0.000199508027695369,0,0,0,59.5714285714286
"117",276,0,179.433372497559,146.87362319231,179.433372497559,0.18405782987092,0,929.962430416943,615.670899935282,0.0132841247773463,0.00732306611742108,0.0111609154874719,3.01675849347501,9.66951123538509,85656.6007467417,56336.0796168401,465215.75125,20356.2791821289,189536.0625,0,0.000356347096488433,0,5.35353104832272,3.55665070458005,120.076923076923
"118",18564,0,140.089544773102,80.220650881795,140.089544773102,0.0507129594879601,0,0,0,0.00435863257424932,0.0267086757230572,0.00109632343843055,2.5215151745786,0,1660.22924957275,1643.83030853271,151378.382527669,13836.2164993286,63178.6875,0,0.00196570612421386,0,0.158776253461838,0.15674352645874,92.7272727272727
"119",278,0,0,0,0,0.186779577752091,0,760.038848449073,399.997215657711,0.00277822282671429,0.028052176549946,0.0109799709638239,3.38856983184814,11.8441196881213,303552.998883929,154631.040019133,491809.61395202,1611.33231852753,213118.689645478,0,0.000114549242668763,0,329.101686515978,172.146488982426,132.663265306122
"120",282,0,63.2518253326416,25.6535684679236,63.2518253326416,0.00437621855056922,0.00803812832373369,0,0,0.00545817386728972,0,0.0147628479226771,3.52561569213867,0,120.834922790527,119.867721557617,26628.912109375,14461.6787109375,0,0,0.000191039558558259,0,0,0,78
"121",283,0,11.3337078094482,8.47386068999767,11.3337078094482,0.0884460307000634,0.00134821758246409,0,0,0.00862560100638867,0,0.0144657683218063,3.52561569213867,0,52.7249164581299,52.4062016805013,26628.912109375,2926.92846679688,0,0,0.00266335495204354,0,0.00420667927149528,0.00413838149688672,74
"122",286,0,23.2971987724304,14.9952225327492,23.2971987724304,0.10775537788868,0,0,0,0.00786103587597609,0,0,3.24445939064026,0,82.8380818367004,81.8411471843719,26628.912109375,2047.98286437988,0,0,0.000741232594009489,0,0,0,82.5
"123",287,0,13.2926478385925,18.5325311024984,13.2926478385925,0.0287759835488528,0.00380270775341378,0,0,0.00339323035978288,0,0,3.24445939064026,0,163.494522094727,162.215637207031,26628.912109375,2087.07861328125,0,0,0.000879113737028092,0,0,0,78.5
"124",288,0,18.5475196838379,8.92557525634766,18.5475196838379,0.0606520451028393,0,0,0,0.00149222449378909,0,0,1.9581869159426,0,244.995292663574,243.076583862305,26628.912109375,1963.59559631348,0,0,9.99844705802388e-05,0,0,0,83
"125",289,0,0,1.59992599487305,0,0,0.00714371985782978,0,0,0.002782720965947,0,0,2.55414062738419,0,196.650085449219,194.10083770752,26628.912109375,2439.12598673503,0,0,0,0,0,0,66.5
"126",290,0,13.3480699539185,5.11445937609922,13.3480699539185,0.0866953694844474,0,0,0,0.00118052172777976,0,0,1.68591022932971,0,231.706334431966,226.814956665039,26628.912109375,936.747262807993,0,0,1.2950427958458e-05,0,0,0,66.6
"127",292,0,0,0,0,0.170926959507057,0,20.051937643812,9.06916286183561,0.0057960671050728,0.0103901522234082,0.00802993542972384,0,0,97787.371875,55969.260546875,661648.072115385,14919.6162813627,332132.754807692,0,0.00345684638820482,0,5.52661596431086,2.75776366212716,179.733333333333
"128",293,0,0,0,0,0.178867182972781,0,549.86637465959,308.341587969959,0.00418046374522291,0.28074717172797,0,2.05908346176147,0,177901.304435484,99317.3228326613,197869.095572917,262.42557144165,138084.405989583,0,7.10427189294515e-05,0,512.618731371458,280.011933192851,179.903225806452
"129",294,0,0,0,0,0.199918996802713,0,782.01792943978,383.398921715701,0.00641403375915642,0.172897688571538,0.0134033801776705,0,7.44014862613477,1079424.28235294,536905.189705882,458767.12808642,3833.29025732441,161107.018036265,1845.50713734568,0.0564186861854285,0,812.638645524849,414.439592172244,179.188235294118
"130",295,0,0,0,0,0.111439587908505,0,212.52415272425,42.5994937385865,0.018442310738368,0.0123305395245552,0.00234277461784338,0,6.01103546453019,644712.125,130399.4375,390585.9375,5539.30224609375,156236.65625,0,0.0145756667479873,0,28.3996505737305,5.8044867515564,76
"131",297,0,0,0,0,0.213125207224047,0,264.666361741678,34.5652442399175,0.0111998826305616,0.0080155860632658,0,0,6.01103546453019,184823.6171875,24355.9182942708,212531.520833333,14698.203531901,117836.69921875,0,0.000763001008635911,0,74.8205745418866,10.3684112932533,130.166666666667
