,kba,coastal_protection_reef,coastal_protection,coastal_protection_offshore,coastal_protection_onshore,commercial_timber,domestic_timber,flood_nathab,flood_mitigation_500km,flood_mitigation_50km,fuelwood,fwfish,grazing,marinefish,moisture_recycling,nitrogen_retention_500km,nitrogen_retention_50km,rural_nature_access_360,rural_nature_access_60,urban_nature_access_360,urban_nature_access_60,pollination,reef_tourism,sediment_deposition_500km,sediment_deposition_50km,vulnerable_carbon
9172,6550,0,0,0,0,4.159873582,1.405812386,287912.9154,33098.47123,7268.062923,2.047958193,0.069013241,0.680098427,0,517.1470551,70118776.09,21401418.66,1095.997926,475.8436187,0,0,0,0,614616.7592,195339.2287,10345
9173,6598,0,4079.190687,106.2936752,1343.900172,0.242123613,0,0,0,0,0.802377775,0,0.511692575,8.782697618,0,6738.687828,6585.010796,132.8624115,88.58599091,7.031523705,0,0.009632209,0,0,0,368
9174,22472,0,0,0,0,0.31637563,0.023932051,26256.46774,3599.674251,1372.670927,0.419782273,0.107338114,0,0,8.096291902,4371803.375,1720316.219,291.3684807,210.0851612,8.767825961,0,0.008302971,0,289545.7813,114962.4355,152
9175,22474,0,0,0,0,4.173918675,0,78998.89772,16181.0128,11439.57615,5.459376998,6.147175021,0.063859753,1.69573915,6.612215528,14146357.29,9000914.056,3103.322876,5243.448372,0,0,1.019818829,0,1690704.581,989438.6505,691
9176,22481,0,0,0,0,0.595231398,0,15719.3986,5092.997493,4441.98876,2.015041059,0.495537501,0,0,0,1082573.5,936988.3125,1178.501801,833.7773361,222.7792916,0,0.571887046,0,69943.34082,60712.39307,106
9177,22490,0,0,0,0,0.35002255,0,0,0,0,0.32552182,0.045256646,0.380905468,0,0,94112.14844,79366.97656,346.4570465,100.4889221,181.5404205,0,0.020005871,0,0,0,147
9178,24672,0,0,0,0,0,0.21360217,38871.94618,2279.900895,867.5416269,0.254417032,3.031709865,2.638391038,0,264.8925058,11577825.16,3807757.266,636.5382524,136.8203396,0,0,2.86E-05,0,487556.5427,162689.3565,1825
9179,6593,0,0,0,0,44.20530985,6.317271724,536505.4039,47588.4641,30832.87621,23.59560713,0.235895993,0.090909094,0,0,54901579.16,40900092.52,11226.8537,2552.752841,1023.250122,0,4.653019301,0,1609601.762,1236274.263,15986
9180,6662,0,0,0,0,0,0,0,0,0,0,0,0,1.142446611,0,0,0,0,0,0,0,0,0,0,0,0
9181,6650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9182,6655,0,7101.281738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
9183,6653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9184,45499,0,25.29636574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
9185,6647,0,9199.941284,5068.684082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0
9186,45397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9187,6661,0,3.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
9188,45398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9189,45500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9190,45480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9191,45399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9192,6652,0,1190.27962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
9193,45481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9194,45482,0,2781.014404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
9195,45483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9196,45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9197,45401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9198,45402,0,45281.93359,2106.435303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
9199,29244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9200,45409,0,6503.635254,9293.759766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
9201,45410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9202,45403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9203,45404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9204,45405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9205,45406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9206,7074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9207,45407,0,283790.4542,181318.0765,0,0,0,0,0,0,0,0,0,6199.037187,0,0,0,0,0,0,0,0,512,0,0,0
9208,45408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9209,45484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9210,45485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9211,7071,0,303.1649475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9212,7075,0,21427.39407,11979.87891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
9213,7073,0,3559.800889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
9214,45411,0,244.1877899,259.1835938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
9215,45412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9216,45413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9217,45414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9218,45415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9219,45416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9220,45417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9221,45418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9222,45419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9223,45420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9224,45421,0,1297.675415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9225,45422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9226,45423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9227,45424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9228,45425,0,1394.186016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9229,45426,0,59193.67358,62311.67236,0,0,0,0,0,0,0,0,0,0.648561135,0,0,0,0,0,0,0,0,60,0,0,0
9230,45427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9231,45428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9232,45429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9233,45430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9234,45431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9235,45432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9236,45433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9237,45434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9238,45435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9239,45436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9240,45437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9241,45438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9242,45439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9243,45441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9244,45442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9245,45443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9246,45444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9247,45445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9248,45440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9249,45446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9250,45447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9251,45448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9252,45449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9253,45450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9254,45486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9255,45487,0,0,0,0,0,0,0,0,0,0,0,0,0.420669436,0,0,0,0,0,0,0,0,0,0,0,0
9256,6791,0,0,0,0,0,0,0,0,0,0,0,0,0.491342068,0,0,0,0,0,0,0,0,0,0,0,0
9257,6798,0,0,0,0,0,0,0,0,0,0,0,0,7.817866251,0,0,0,0,0,0,0,0,0,0,0,0
9258,6797,0,0,0,0,0,0,0,0,0,0,0,0,13.00227189,0,0,0,0,0,0,0,0,0,0,0,0
9259,45488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9260,45451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9261,45489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9262,45452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9263,45453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9264,45490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
9265,45454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9266,6780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9267,6790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9268,45456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
9269,6792,0,0,0,0,0,0,0,0,0,0,0,0,0.830659389,0,0,0,0,0,0,0,0,0,0,0,0
9270,45457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9271,6796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9272,45491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9273,45459,0,0,0,0,0,0,0,0,0,0,0,0,25.62501726,0,0,0,0,0,0,0,0,0,0,0,0
9274,45461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9275,6787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
9276,6795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9277,45463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9278,45464,0,0,0,0,0,0,0,0,0,0,0,0,2.744185388,0,0,0,0,0,0,0,0,0,0,0,0
9279,45455,0,0,0,0,0,0,0,0,0,0,0,0,0.063028455,0,0,0,0,0,0,0,0,0,0,0,0
9280,45458,0,0,0,0,0,0,0,0,0,0,0,0,0.486762851,0,0,0,0,0,0,0,0,8,0,0,0
9281,45460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9282,45462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9283,45492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9284,45465,0,0,0,0,0,0,0,0,0,0,0,0,0.680376172,0,0,0,0,0,0,0,0,0,0,0,0
9285,45466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9286,45467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9287,6788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9288,45493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9289,45494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
9290,45468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9291,45496,0,3173.884399,1657.572388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9292,45495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9293,45469,0,830.0196533,820.2386475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
9294,45470,0,0,0,0,0,0,0,0,0,0,0,0,0.275251359,0,0,0,0,0,0,0,0,9,0,0,0
9295,45471,0,0,0,0,0,0,0,0,0,0,0,0,0.825754076,0,0,0,0,0,0,0,0,30,0,0,0
9296,45472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9297,45473,0,1492.853683,1492.002991,0,0,0,0,0,0,0,0,0,1.04826045,0,0,0,0,0,0,0,0,36,0,0,0
9298,45474,0,0,0,0,0,0,0,0,0,0,0,0,1.412567317,0,0,0,0,0,0,0,0,53,0,0,0
9299,6799,0,757.8215845,787.4462223,0,0,0,0,0,0,0,0,0,35.57794499,0,0,0,0,0,0,0,0,58,0,0,0
9300,6781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9301,6783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9302,45497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9303,45475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9304,45476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9305,45477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9306,45498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9307,14940,0,23106.24157,26034.37854,10921.45923,0.706424824,0,0,0,0,0.03982654,0.0082947,1.745583774,4.614597797,63.33095501,257666.9152,253796.9825,4308.53978,7781.575854,0,0,0.003012766,27,40.47711563,38.80286407,1594
9308,14942,0,0,0,0,15.51631328,0,10175.29245,3615.965925,964.9915638,0.250391511,0,0,0,0,24650943.21,16628595.64,1162.089086,1854.292967,56.31951523,0,2.40E-05,0,118538.1183,78679.00468,5577
9309,14943,0,0,0,0,0,0,131535.8077,2099.422779,7.456888197,0,0,0,0,263.5290582,14739766.88,86839.85297,20.62508368,22.6885155,0,0,0,0,2394721.486,14569.6585,5650
9310,14946,0,0,0,0,0,0.308229078,13739666.96,66243.57995,894.9614908,0.171427243,1.461901056,0,0,10300.02367,1065782509,16217513.23,447.8768995,407.8724735,0,0,0,0,10475452.98,100927.2158,620766
9311,14949,0,0,0,0,3.525851911,13.9718347,7384202.675,199873.8727,2304.793211,14.9376474,134.2239153,12.85941419,0,12456.35163,1433592755,16537397.45,8866.142998,8816.310141,0,0,0.015781065,0,22638701.82,271743.9065,66761
9312,14952,0,0,0,0,0,0.31915809,2783228.271,129738.5067,202.2325511,0.111423353,0.421765821,0,0,2296.797482,564781628.6,953091.7977,299.3621682,304.9646741,0,0,0,0,11143077.9,18349.2584,42791
9313,14954,0,0,0,0,0,0.182301886,191788.7597,3528.301335,27.3710827,0.099802472,0,0.245218536,0,339.2211952,39960043.63,356836.1357,142.7274037,194.2092549,0,0,0,0,1696207.911,15378.09459,4080
9314,14955,0,240.8680135,131.2665834,170.3895826,51.24649488,0.896184559,67365.00951,1192.088446,1054.158253,0.244510735,3.328871088,10.75671057,63.51899707,1096.674272,491100.146,418528.6344,1431.891308,934.710825,661.9041748,0,0.335463987,0,7030.406756,6006.575127,72836
9315,14956,0,289.0911846,70.38028216,119.4821849,57.04252298,1.053756569,89527.18173,1255.294679,1078.986503,0.41704909,2.165478,18.39554953,19.62051725,1273.986086,719194.5901,586364.6133,1787.927743,1124.733079,439.9633564,0,0.869995133,0,8893.094162,7320.03414,83583
9316,14959,0,18626.57919,2785.46928,17702.64112,0.021095349,0,0,0,0,0.048814744,0.02354489,2.084713086,2096.004165,0,4244468.545,4140705.518,7637.363991,16332.42696,25681.9306,90299.61147,0,0,4429.274101,4285.60128,760
9317,14960,0,21.31382533,6.618764028,17.46799858,0.044117346,0,1064.674072,7.761515007,7.458890618,0.002718602,0.125918597,1.523665423,61.42001438,70.18106147,5825.189875,5525.815572,1924.178046,315.4546229,1447.498038,0,0,0,105.4567138,98.23422828,5212
9318,14962,0,0,0,0,0.644481888,0,202592.8025,13159.4037,4264.71478,0.366969132,4.241321489,3.417969136,0,265.7010372,77676043,25611078.88,1961.096312,2429.570621,349.6291008,0,1.086796675,0,2500383.206,801322.4496,770
9319,14963,0,0,0,0,58.72162961,0.128784216,20252.83935,11162.45829,6072.644369,0.117047562,9.321245381,1.803996139,17.40024948,2237.241255,10553788.97,5208463.42,500.1445878,456.0254854,0,0,4.150878711,0,62899.75316,28556.18048,33724
9320,14964,0,19518.48452,25779.60999,13656.48514,0,0,0,0,0,0,0,3.098522629,3.088689744,0,1450517.133,1380282.153,731.8001938,2132.197906,0,0,0,74,0,0,343
9321,14966,0,89913.56486,79367.66348,5335.610893,46.07870302,0.115379431,28293.483,448803.3071,202546.6441,1.552944276,0.111810185,0.026696266,189.5860072,0,148792315.9,71432623.5,7392.845091,3581.222298,37353.16245,14539.35059,0.075213122,386,3851817.761,1879989.039,8564
9322,14967,0,59085.01325,18367.85567,18576.80757,0.000104221,0,0,0,0,0,0,0.078641026,12.36322907,0,59775.76034,57626.49347,17022.15381,5968.296374,14285.1051,3606.356689,0,0,0,0,1253
9323,14968,0,21362.49952,10541.66541,18519.0725,15.94794598,4.286469441,2125.260361,12181.41828,10659.7208,10.4060696,0.306739608,0.331667237,29.98189712,205.8462498,2037913.134,1763554.654,5541.422284,3388.396158,0,0,0.533185401,0,25073.9223,21935.25855,33164
9324,14969,0,0,0,0,62.75029862,1.438470866,2415074.045,115684.8906,5417.232012,1.164307939,1.011098409,2.027566886,0,707.1956642,456656823.5,57239754.79,3688.333336,1829.497441,6224.460919,0,26.70263206,0,53711417.22,8386450.196,19214
9325,14970,0,3481.319734,1155.831002,3177.170605,181.7041148,9.360086597,107644.9707,28171.87633,18202.27099,14.2726658,2.315532005,0.002063895,177.7311617,3166.524121,12848542.32,9057671.857,9160.778134,8961.327965,0,0,0,0,85064.33537,58388.17936,228461
9326,14972,0,57763.36513,11020.23859,38196.14877,3.72143745,0,203728.256,0,0,0.707415531,0.193673044,5.115051325,4.786358535,102.0332053,7250671.977,6449069.762,6337.850494,7361.013721,0,0,0.036015115,0,124142.4512,108769.756,2084
9327,14973,0,3310.796822,2181.619461,2460.204239,0,0,0,0,0,0,0,0.006015632,3.266851902,0,18063.70392,17938.69345,1216.010986,848.4389648,1020.507507,3112.510254,0,0,0,0,532
9328,14974,0,0,0,0,0,11.47172994,76562718.83,2113586.596,69518.29965,2.522189111,180.061371,0.121316727,0,31887.12331,10127467282,304338048.3,10536.63463,9138.661026,0,0,1.17E-05,0,156143721.8,4569819.758,987916
9329,14977,0,0,0,0,0,1.364259269,2532732.021,47232.83231,1059.498098,0.40447659,1.330535586,0,0,946.4775841,318814419.1,12969497.48,695.4428188,650.3081493,0,0,0,0,483460.7671,15162.94358,58064
9330,14978,0,4038.224087,227.2831879,3648.540627,5.986674946,0,16598.44517,1244.138308,1164.518924,2.019583007,0.216853781,3.574669047,88.98428345,0,317054.3206,296379.1765,2302.91172,1764.583417,0,0,0.000626341,0,10219.53936,9425.713732,3156
9331,14980,0,0,0,0,0.389370599,0.340490188,143648.0032,649.8733304,22.79177118,0.112541079,0.042116644,0,0,84.44127334,25548949.91,19985954.23,727.7446816,35.08874068,97.12852097,0,1.42213325,0,56772.37619,40327.15143,2346
9332,14981,0,0,0,0,4.785195816,0,321149.0797,19158.63515,2829.682668,0.40431694,1.662531734,6.894235139,0,417.9352574,132567727.1,19159885.86,391.1797299,259.3447545,118.7581835,0,77.55727047,0,1860445.252,286655.3389,2438
9333,14982,0,0,0,0,0,0,0,0,0,0,0,0.147617302,0,0,31239869,29039220.69,15795.57568,7385.127214,13266.5976,16267.14584,0,0,0,0,1222
9334,14983,0,0,0,0,0,0.279163079,199671.1293,4745.363286,132.9603922,0.175815147,0,0,0,247.5397911,44435483,1465971.688,188.8424562,259.722266,0,0,0,0,4217261.455,138325.6172,3163
9335,14984,0,0,0,0,0,0,141765.3914,3164.334114,33.47203308,0,0,0,0,102.679948,17054218.13,180510.3164,0,0,0,0,0,0,41145.22637,417.8028964,2182
9336,14986,0,3068.388153,1247.399297,2334.433523,6.1636732,0,5594.107629,0,0,0.100060534,0.674554184,0.393802223,14.16440713,0,559382.002,520622.6071,7679.67868,11695.92926,4792.636044,1933.199493,0.21542146,0,0,0,2603
9337,14987,0,19995.88633,13321.77085,12150.35608,22.06468727,3.705863001,12080.50969,185.730242,166.6555712,2.076604461,0.029285062,0.042780746,219.7167343,470.707002,4369504.05,3326790.505,1238.897206,1121.923012,0,0,0,0,40706.17927,33106.42698,52314
9338,14989,0,0,0,0,0,0.567988324,3506201.782,75738.09919,1282.042033,0.111169213,6.682034407,0,0,3088.296899,441321792.4,7814028.494,289.4955314,133.1661609,0,0,0,0,1409321.674,25532.67725,56560
9339,14990,0,0,0,0,6.523436345,0.224346043,959144.9963,21210.93457,754.1148374,6.334774682,9.037846923,41.88810061,0,2213.106192,158893562,9316044.523,3763.534621,3370.990312,0,0,0.797305805,0,3061501.873,143062.2472,7252
9340,14992,0,0,0,0,0,0.000618654,451982.9544,8903.18518,67.18973836,0.000222933,0,0,0,522.5840035,66914910.25,732508.6567,41.0970562,47.24955454,0,0,0,0,1906035.915,13669.21296,9797
9341,14993,0,0,0,0,0,0,3675828.113,93376.62444,30.90347538,0,0.040286411,0,0,4073.818605,527451275.4,362179.817,7.402844002,5.580673371,0,0,0,0,11974038.2,3933.004374,96949
9342,14995,0,0,0,0,5.028481594,0.793118111,713078.4386,12121.47434,292.0165777,1.881151909,0.045702791,28.57769317,0,1513.539974,100977517.1,2448311.949,1963.482172,1067.964599,174.2116017,0,1.945899067,0,1593342.756,38594.9008,6766
9343,14996,0,0,0,0,31.57117037,0,1298947.165,72669.50435,5685.022807,2.147662556,4.107277985,29.82815014,0,1403.424564,365104646.5,27527330.73,1821.688725,1336.837261,0,0,2.539383446,0,21832704.35,1571559.773,9506
9344,30330,0,0,0,0,0,0,0,0,0,0,0,0,267.5718793,0,0,0,0,0,0,0,0,0,0,0,0
9345,30331,0,0,0,0,0.005223981,0,0,0,0,0.010551736,0,0,1029.817003,0,9567.868164,9417.441162,131.9172058,200.4247437,0,0,0,9,0,0,19
9346,30333,0,820.1608689,225.1723871,11.14438367,0,0,0,0,0,0,0,0,381.8814582,0,0,0,0,0,0,0,0,0,0,0,0
9347,14958,0,0,0,0,23.78940409,0.112707096,380617.6066,1375.30757,992.8477349,0.912212184,0.041066185,1,0,200.5480242,46368671.28,38179703.05,9375.390226,6848.03866,7028.403118,8169.038004,4.088698619,0,199437.6101,143013.8819,6585
9348,14945,0,0,0,0,38.09953943,0.209608384,757613.8023,47010.52579,765.8942779,1.858788719,0.637506008,0.122994654,0,339.1663911,115851920.1,9400119.324,1584.059242,1745.998935,0,0,174.3216149,0,10847951.28,926376.0753,6645
9349,14947,0,0,0,0,11.49310775,0,645499.6513,13767.82015,1757.815638,0.875542135,0.494782654,1.291628086,0,56.20737978,1497009747,1024726482,14746.54684,9096.109975,143473.8763,32335.54143,0.073875185,0,66293445.18,47699739.92,4892
9350,14948,0,0,0,0,3.633653765,0.075449757,367294.691,14225.97596,162.6389728,0.22699843,0.077208505,4.019374417,0,137.2170692,72043668.25,11256080.84,5442.667257,1940.21098,20245.58671,285.8641095,127.7531603,0,6024106.529,790040.2149,3175
9351,14929,0,0,0,0,17.54743321,15.29795675,10991987.31,197702.2582,34518.20378,11.37574486,1.354521497,6.102464133,0,4023.709139,1542101618,796039206.8,27258.3414,17883.02627,38739.95441,8719.246892,0.000919114,0,179725173.9,83417252.71,60109
9352,14931,0,0,0,0,33.42367346,6.379204546,6468081.953,79168.58203,31635.29646,12.28249659,0.206883442,15.41832036,0,2159.957936,2529449251,1649349203,39032.8579,19888.44209,24791.66522,4418.142326,0.015176186,0,162450891,104090859.4,46978
9353,14933,0,8784.952471,8677.507284,7174.941256,49.87326832,0,415195.3805,0,0,0.033816689,0.14251837,1.751261671,1.27902469,229.2481133,582233697.3,491270552,17955.97462,7243.143747,110099.9114,115501.532,0.699917042,81,40895390.44,34655988.73,8856
9354,14938,0,0,0,0,18.56417165,2.537769483,317229.4571,33502.92856,8753.191987,2.793051757,0,0.243856111,0,71.66499068,148211675.6,57214513.77,6528.553997,11702.04702,207.6065313,0,3.600954823,0,5338724.169,2122515.648,8661
