"","country","country_id","coastal_protection_reef","coastal_protection","coastal_protection_offshore","coastal_protection_onshore","commercial_timber","domestic_timber","flood_nathab","flood_mitigation_500km","flood_mitigation_50km","fuelwood","fwfish","grazing","marinefish","moisture_recycling","nitrogen_retention_500km","nitrogen_retention_50km","rural_nature_access_360","rural_nature_access_60","urban_nature_access_360","urban_nature_access_60","pollination","reef_tourism","sediment_deposition_500km","sediment_deposition_50km","vulnerable_carbon"
"89","Guadeloupe","GLP",0,817248.348668925,257740.04751532,407323.446263039,79.3784470327461,0,0,0,0,6.26882996596841,0,18.5360245689768,1.20023983716965,0,53735517.2919312,50159246.3729858,189004.208251953,145928.674170608,43638.3617706299,29128.5404005051,0,354,0,0,24160
"90","Gambia","GMB",0,202390.594355353,29965.8560554367,118872.000185784,39.4542960545205,37.0930833851442,2691485.2487883,165958.878795882,94941.7234132975,145.777749187884,510.63082714437,329.073984239672,1230.02401542664,350.660868168853,472401594.704788,236253674.754879,300869.098846436,231996.141173095,230046.308330595,36197.1239652634,376.834090077489,0,16522007.1073786,7706900.38555174,51306
"91","Guinea-Bissau","GNB",0,306491.068703519,166602.722157993,159671.359292855,683.013837121271,292.239373688593,18486555.5501128,1610342.37525269,793388.604409722,1042.52891011823,59.5149012638722,848.74191009557,296.820546090603,6525.33100120589,1892948867.76301,829108834.886616,773593.317948341,681281.787608742,351371.311255146,215576.514121592,1011.51201178704,0,9440125.02974721,4492106.68616466,505823
"92","Equatorial Guinea","GNQ",0,1161527.74052719,239801.192447424,339206.394460123,2885.80148187628,95.9533983163309,5614765.97209802,431089.074580736,167243.057652406,448.445851453804,186.491462025791,0,40.6411368225235,20046.3553841332,1474862266.9887,596622261.011945,328338.328450849,275363.159953099,190930.194678366,78423.6038188934,52.0177790090222,0,17186874.3888848,7928786.78903102,999720
"93","Greece","GRC",0,2655188.11575939,484935.875305733,976913.690199432,3049.27097714045,19.3541872048082,40401633.6501443,3322111.89743138,1661095.12241618,585.876046824265,107.783898198279,6140.02378838074,158.121960729361,110418.066750839,6712869264.15644,4189252720.56521,2478047.55220154,1903289.72701405,2967633.43174797,2029438.72993637,29362.9690867595,0,184538517.933875,101437282.57974,1020682
"94","Grenada","GRD",0,205209.869771004,134307.223935604,182992.587300301,0,0,0,0,0,0,0,0,0,0,15471675.2407227,14836969.6323242,132725.676025391,135020.213900566,0,0,0,240,0,0,9459
"95","Greenland","GRL",0,28981.2167121806,19645.653640744,26062.3074992375,0,0,3205.21524247789,0,0,0,0,0,4073.15080380528,13481.873705695,0,0,23030.9012024717,16949.1875955453,0,0,0,0,0,0,0
"96","Guatemala","GTM",0,721387.293283127,199566.729208231,367687.765418671,5798.835695042,804.351543659902,119044682.822645,9207131.98513122,3120172.28520874,7140.35493711139,552.659238069435,1565.42384082376,45.229124546051,37023.6370824837,39768321452.6561,17478819394.2908,7347060.3095239,7111805.56961902,4737523.43095255,4441684.72465805,25995.9036453824,0,2220018345.05618,949161588.992955,1443388
"97","French Guiana","GUF",0,407177.808069854,120082.468810737,119809.865872835,337.923428827157,51.3455150902802,30426175.038913,6438668.8097575,1596229.09479415,24.762141833171,3.39929072931409,5.69570102534266,89.0983774662018,114611.317499806,18129343675.52,2752748838.19106,122599.363535756,106546.095574181,94868.0848886073,56730.1267768741,0.868880487671769,0,112463850.871993,17566265.4162409,3483342
"98","Guam","GUM",0,219194.28964771,215301.216599941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0
"99","Guyana","GUY",0,1067274.10833866,448354.176725477,504643.389736481,1043.72719731219,211.827018404395,43563100.023295,4535246.19247966,2097919.28765879,262.320355271735,158.380556859775,152.011902329734,183.562932610512,414341.110810542,6329774995.6292,1404272244.21857,373107.637640739,285927.333469878,138706.683795422,47679.3757605553,218.106279739269,0,26669717.9683942,6235697.90418012,8088958
"100","Heard Island and McDonald Island","HMD",0,0,0,0,0,0,0,0,0,0,0,0,0.113561756908894,0,0,0,0,0,0,0,0,0,0,0,0
"101","Honduras","HND",15800364,1694783.345107,324594.775412583,957292.049697125,5691.48388328089,348.085648622515,170584619.554462,11455674.1977269,4919731.22150582,4484.61047509194,48.0649458775297,607.016640007551,20.666147839278,32825.8827437248,32550485229.9867,16019951978.3889,3384108.34496576,2944534.51820494,2423901.23802867,1675964.08353037,9626.23157656224,349,1442334252.0182,684538411.029874,1574770
"102","Croatia","HRV",0,1063763.85637341,323544.278008737,336161.280208989,1457.73600068285,18.6906823191564,100039026.357596,3928934.73560226,779137.32749143,300.279103639743,25.3979082227452,310.290244072167,247.699720144272,82489.6314017468,32609741114.2191,3644029375.63924,1484576.29279399,1159271.7954316,651824.051847654,470878.061283689,11862.436115488,0,240631815.134089,36460416.5620113,566444
"103","Haiti","HTI",0,4379008.17986773,2169188.55241495,1841998.94419731,803.863294559479,104.819594229348,95410553.4279032,6646819.59764265,3069019.94909387,2139.11206946775,96.778821681859,3459.35805933142,29.8431679010391,1895.76656896378,14130353638.0871,8718460919.2167,4525186.08826204,4266078.57145445,2904445.90019622,1706762.67810966,3873.63371596874,632,2322128983.16488,1355291476.61105,325888
"104","Hungary","HUN",0,0,0,0,548.179764492127,2.13551720486107,89907803.4746991,1582264.6781414,214290.393334111,215.025768221051,502.423463228275,418.681292172392,0,95092.0318549299,26730534466.0078,4559245401.99316,1797408.45785522,1717982.77360533,963087.903332472,827718.178250642,26046.9807349421,0,195248605.836783,35483969.0505942,241130
"105","Indonesia","IDN",0,65381304.4242699,20718844.8158533,24031353.9958315,25010.4270053495,14932.3138790943,2315618537.53473,243500781.221331,89155986.8254201,25847.9126956287,19782.6030373672,1453.08650194505,34366.4444881976,705843.892059901,717657622607.162,251534443685.051,37629253.037183,28766826.109019,27730598.1518469,16069830.9697384,104237.537819058,12854,22744408351.2745,8063569316.94623,49045009
"106","Isle of Man","IMN",0,68071.9950885773,26395.9699048996,38484.907486856,5.1501111275995,0,0,0,0,5.76101145702904,0,47.4702651417777,1.56442487239838,228.215773682913,15379781.4316864,13944003.2043228,45056.0485839844,47113.5599822998,32897.2901916504,33001.2400436401,0,0,0,0,12483
"107","India","IND",0,59240499.831205,15210588.0109979,23946942.6120631,42226.6473032547,9318.54273070444,13388090872.6919,582836423.871377,123440652.610116,59485.4248075149,52926.3644684576,27329.5759375864,17262.3386485577,1196290.14899935,3990108909095.03,758847499756.887,116232175.528717,86857605.4731485,53967519.6705831,37016843.4250043,367817.860176379,1513,146481731200.76,22760978689.5844,8026387
"108","India","Z01",0,0,0,0,293.139563089957,797.182718731519,436003424.093491,6134819.44493325,1764421.13529541,1660.9946469058,240.204963992583,2131.84553446651,0,146990.019088462,358512327823.274,89963270360.4253,3679124.87805949,2891043.88587478,1298747.67894966,662080.138937023,3365.00494124493,0,18144703632.781,3237917919.25841,384013
"109","India","Z04",0,0,0,0,0,0,18617.3915313741,106.762761485404,9.67358583790302,0,0,0,0,28.0637995760843,807389761,50190850.8125,40.190465092659,0,0,0,0,0,49467046.9912109,3029528.20135498,802
"110","India","Z05",0,0,0,0,0,0.000222881448426236,138765.609314396,2067.99277712348,95.9041953173743,4.84191427131799e-05,0,0.142528838736244,0,1484.3886369129,1204137936,77910574.75,67.2389024598524,14.7931771352887,0,0,0,0,268155575.099609,18034288.7327881,1585
"111","India","Z07",0,0,0,0,310.846126412982,1101.88099583127,1531036679.44463,33784626.4146304,1953591.71506368,1298.79121142091,705.808724668808,139.731532961699,0,229929.399947901,121484912199.812,9387581717.73242,914391.43806137,804439.348413964,40204.9091677815,49716.5665283203,128.398975010726,0,6834869126.34313,481856157.021385,1654409
"112","India","Z09",0,0,0,0,0,0.000154424999814051,372692.013142059,5341.84778659948,169.147384522877,0,0.0298912024591118,0.112662911889442,0,893.825870198749,3588830052,195177871.75,68.1224725912325,59.7193647343665,0,0,1.72824325694876e-06,0,659562756.286962,37383051.4123369,5163
"113","British Indian Ocean Territory","IOT",0,0,0,0,0,0,0,0,0,0,0,0,0.126687693409622,0,0,0,0,0,0,0,0,0,0,0,0
"114","Ireland","IRL",0,1706466.54545176,572597.142180511,551594.996414528,704.831054544861,3.82696334211604,100555421.413814,11422221.4261239,6201099.77573278,563.200644330896,163.475890424219,11430.2000381461,228.836053490639,66405.7634176063,11416930548.7568,5200570370.2983,2928437.64703512,2754058.27684627,1394045.51123901,1079193.62619877,1849.03680041282,0,166218913.101481,84936327.6741665,1293282
"115","Iran","IRN",0,901028.038276386,546749.165264498,10939.7270032424,767.861906969523,353.654102432597,356961641.254538,17566513.4502721,7580632.1829599,801.543895272159,3225.16362560843,6264.79159368914,277.883531808853,516635.484233207,250403195043.286,53135143861.3844,6470660.48735372,4257798.9427308,9508887.72517525,5624111.93178663,102444.634271481,400,11063344868.6351,1379557687.36873,832702
"116","Iraq","IRQ",0,1367.71582829952,0.00782341184503821,0,8.70822694763224,9.69995119810985,135731330.247411,373673.556407279,168810.609607081,19.7070831475736,586.977681801538,272.607738259633,22.5023860931396,22647.7913318286,108255882028.237,5828979174.48375,638093.267684912,575201.770681857,996491.643687023,751977.659882009,442.448465498079,0,2047280739.74827,109584170.691932,27785
"117","Iceland","ISL",0,92574.2721333268,47223.2438812993,65310.0888568352,0.0237713150293044,0.0149957821000327,711973.493838354,0,0,0.0736290437021464,55.7764389459044,12.029900065826,1279.41477251053,9960.60981419174,0,0,107896.490919313,91785.6700937121,198865.598606804,169165.523995399,0,0,0,0,40009
"118","Israel","ISR",0,1355180.78769373,4569.96213877108,306854.755623907,2.01324775309079,0,11630891.044915,819661.068994751,486603.654773598,5.42962251862604,29.5837398119038,121.392387999629,2.19821405410767,2193.87254758251,1449839966.54554,967365499.699811,311194.354954004,246594.600178215,749502.34042263,452339.164203999,9706.57639525806,0,33477131.778903,23115221.5586271,7464
"119","Italy","ITA",0,5977960.72381409,923837.027546565,1674888.99679454,4422.15200415131,124.169004528118,875190032.940713,61583689.595172,19936209.4321106,1254.46679515882,184.407580499304,3691.65875731254,54.5667893886566,208224.129145822,146864905589.456,51060270754.0125,12889092.2638937,9684058.82383819,8578866.93120207,5512771.9579884,110492.473197133,0,11058843047.802,3413648633.35316,2047858
"120","Jamaica","JAM",0,947462.77077732,496238.635200505,671483.597026592,969.692301082511,6.93377784200441,30203383.5889934,175720.043759253,125435.448136168,265.623478090517,60.2715447809314,245.29718574897,1.19828301668167,0,1854593538.48282,1424533870.1944,996438.666277677,894180.985947737,1190396.98500419,689696.549921989,9320.20167587064,1112,41204594.6911357,31954902.1426707,162216
"121","Jersey","JEY",0,32736.0864868164,0,7664.22543334961,0.00759540608314561,0,0,0,0,4.52578081077352e-05,0,0.257359534659744,0,0,70792.984375,69176.0703125,4642.86083984375,4642.86083984375,5668.3779296875,5668.3779296875,0,0,0,0,278
"122","Jordan","JOR",0,39076.7072753906,20016.568359375,0,0.707345022762333,0.00123429598738243,1900738.87223871,45480.3269075433,33260.2745288539,2.81898420984535,34.4139519591117,60.1949395365559,0,2243.83222256463,1456261963.7377,1119847272.68909,329419.731741831,264207.010839825,792230.054652084,702591.969136,5519.98877938971,50,28018598.7130118,21523219.4565688,312
"123","Japan","JPN",0,27158426.5842843,5858696.58076728,9272734.71695745,16194.8043724665,26.8496778336066,3313211558.14457,202923272.924672,92704610.7591609,2563.04286350432,3659.11948785023,59.8966091104416,7672.41824690625,18417.1117198212,175710068291.872,88928067578.3115,21802016.9810632,17192772.4528468,54774140.8861716,28786510.2053184,192013.673427396,2276,8828112307.70761,4409373051.59884,3704243
"124","Kazakhstan","KAZ",0,0,0,0,182.54821816737,240.690178529673,167915052.732661,10301306.6027434,996445.219990596,258.796738637525,13316.5385707548,14033.2537696401,0,3991711.30571565,193742452234.312,28131492510.8008,4346419.45709798,3653490.44035987,3444116.57539113,2801986.1751998,15019.2176190389,0,2872377719.21899,604050396.330166,14914078
"125","Kenya","KEN",0,2034332.25418204,463066.053365846,503878.664341455,1543.1844954299,2952.57763699045,333857960.456451,24387731.0331884,9031547.66099489,5716.80909256279,25.3231909445021,32926.3069216628,2.85517978668213,1733656.07067227,128479317476.533,39044685062.1063,12711465.8258865,11167319.6755467,4182273.36817423,3761722.39132167,3410.68614534053,529,4111480689.85484,1495603689.15031,4673065
"126","Kyrgyzstan","KGZ",0,0,0,0,36.2145572826647,80.1512937886729,68887121.8057757,3649650.03638355,648292.786370022,113.926119034403,19.3684177669929,2300.90109299336,0,266513.011811847,449589904895.664,83257111168.7168,1667407.84736056,1105472.38536876,459750.166481927,220506.656104855,23727.6814690021,0,21809207201.6238,3535544051.73013,1456872
"127","Cambodia","KHM",0,546838.070552496,222207.665147066,192636.465195689,2845.30165486975,801.213963016785,2082846688.05471,99143839.7210639,8798412.5651288,1907.93446856092,22081.7205637823,616.935091272853,205.199704051018,54969.7756515559,889850650505.854,56560294744.726,2924637.6014725,1822640.34954124,458594.620709809,237457.729951113,744.997117974203,96,6600899061.33187,600640016.139509,2283471
"128","Kiribati","KIR",0,463649.298584931,426953.648363519,0,0,0,0,0,0,0,0,0,3.6286641061306,0,0,0,0,0,0,0,0,52,0,0,0
"129","Saint Kitts and Nevis","KNA",0,171697.889815807,104971.921716452,96453.5726771355,0.798470116481568,9.48867664764438,0,0,0,1.64534507319682,0,0,0,0,6106043.74450684,5902646.09033203,30463.7776794434,25048.6768534705,0,0,0,202,0,0,3054
"130","South Korea","KOR",0,13043967.9546272,1288102.64898134,2173077.25957368,2314.78281931284,59.5423026136995,2613786737.92544,101227600.269615,26357067.4610631,347.856484618982,724.863625043421,310.85787809364,596.834623098373,9900.06326881423,296300092346.398,87989427230.1653,4546144.12196541,3123505.43656668,15724447.7761806,11509786.4826733,106017.491611528,0,4780843453.20475,1316027415.84789,628962
"131","Kuwait","KWT",0,143749.681461119,12315.6555233314,7467.9014935628,0,0,1712771.96624443,0,0,7.21067869458906e-05,0,0,25.1995048522949,0,47243247.2234322,26107497.5020808,3861.34473314509,3438.74770385027,40005.3576126099,33424.1174316406,67.0985089021269,79,271262.993172288,153819.876033187,667
"132","Laos","LAO",0,0,0,0,13107.0969239812,1906.83330841921,2329796016.81311,74373419.5077407,5216181.30853304,4664.44289566486,9994.78581376525,379.128731216281,0,223666.164212086,1677373498742.17,116885381762.642,3512731.23230651,2705656.90474734,224883.103504289,106319.247693986,1679.92714681125,0,53712195147.387,4339462197.83659,4099157
"133","Lebanon","LBN",0,2103206.24790955,119327.28585954,687757.66003418,16.2742764955856,0.0132405688654622,19755461.0509449,537693.614633854,95029.2596685574,54.5502440498386,6.37154263572302,147.738692112832,4.14180374145508,778.736922174588,13809207752.2452,4584427531.94751,1312649.87026608,1236559.25001852,649296.871855408,920660.430920184,11742.1670471536,0,522736773.043833,152379244.733193,25047
"134","Liberia","LBR",0,1628399.43033642,1071773.07392153,928644.952191374,2150.95440068309,465.220281128535,33517089.1221884,4616235.3471475,1545224.38752016,846.92894546555,1035.5075692411,6.93363668866821,29.3401506841183,33270.7350446713,16630971205.8691,4370417200.82816,587129.674217473,384178.922232543,176693.888851369,452502.138163924,197.932343524619,0,281820121.780531,76764904.8259173,1489187
"135","Libya","LBY",0,33569.4685126797,4687.59795035458,15048.8709607089,24.2355383998813,0.0279500370548286,19808611.4702457,3543357.18610655,1630908.63030561,36.8340347501656,0,611.149498654318,14.7723923027515,348.699532588245,2652128560.95194,1439397511.96258,813411.388451398,639440.43920438,832020.731698204,440567.36163212,9582.79135575125,0,36758940.8462574,18315596.4574475,49801
"136","Saint Lucia","LCA",0,385637.368939698,252237.334303617,263826.767056763,13.1336298715923,0,0,0,0,8.98374712435758,0,0,0.431679904460907,0,17397630.1985474,16497325.3590088,96136.061706543,83464.452481091,42510.0705566406,31679.6322212219,0,266,0,0,13240
"137","Liechtenstein","LIE",0,0,0,0,0.158789867807352,0,2283338.99827417,76765.3667040197,7125.77916624577,0.128434586643228,1.09199426416308,6.19137868854061,0,386.888455763184,932312754,91877922.125,24536.1544036865,20820.0754529489,1871.2190246582,52.067310333252,75.8230142593384,0,54534340.6677246,5517772.37078857,3225
"138","Sri Lanka","LKA",0,6315197.62086252,2201394.65697279,1949352.73044728,3944.61922504548,400.558689692989,159594224.487628,18806770.6182748,9559357.42011801,3969.60349135298,3957.47017704102,282.749448652152,54.1056040525436,5900.35699877827,46366546665.2135,28396468866.7306,6232866.17366156,6092902.86860264,3502914.04129746,2147017.88978308,33161.3131467932,453,2060010659.89304,1153615883.40231,565661
"139","Lesotho","LSO",0,0,0,0,16.5763372963321,228.985664922097,2701025.81153631,102575.181488557,24097.6458419061,172.997261092793,3.36724309402052,2787.59529576609,0,11202.5279426169,23564811338.3125,5498717290.64844,978375.978088349,753015.50748769,151585.266967058,62483.3262026981,126.312455690348,0,1363638012.91125,326332860.823158,186806
"140","Lithuania","LTU",0,388378.784292555,263404.00089711,84083.2272424159,981.614510106351,0.302201478096558,36460229.6683087,3044530.15452085,720037.034119975,301.259206912448,191.379096836434,240.074323881358,13.717170715332,81215.9003014668,12182432617.9555,2919279382.73214,712764.309365273,642498.530427231,480482.224593095,426786.31355777,26206.4550669392,0,45450564.2278416,11776924.5909405,621160
"141","Luxembourg","LUX",0,0,0,0,33.9429910748744,0,29613453.082472,1166950.5430626,171851.492814964,14.4610701216389,1.55288911052048,143.229891223955,0,5093.27175045092,5986144559.5,1038930663.375,212890.102020264,207952.43144989,124207.492675781,113934.186178446,122.573880915763,0,202405271.003025,34503283.7458239,15259
"142","Latvia","LVA",0,911486.889804822,367149.573995113,489348.303149384,1823.07597890403,0.991732803938984,79983539.8097152,3591730.21695923,1547426.58689928,363.85882939041,83.1460555123631,190.393905503203,18.2033874988556,102090.817427769,6429113254.81772,1686178214.37113,819255.195878744,760711.996631764,494521.842536027,470305.925107692,11189.4294919452,0,18294216.9046195,4973572.85445445,955144
"143","Saint-Martin","MAF",0,160785.562133789,37823.7137832642,124959.420043945,0,0,0,0,0,0,0,0,0.562785983085632,0,2514456.71484375,2464634.76171875,0,0,0,0,0,40,0,0,605
"144","Morocco","MAR",0,3413082.62288221,259963.56124992,820044.172537054,459.127652445753,404.893905580787,370544717.796613,20533227.5054408,8556130.43365364,1654.88781231695,329.093508246122,6743.67281980556,120.585883140564,123711.24572167,115711787699.072,39582446495.2926,7119657.35133789,6017726.88070192,5177505.84682157,3246173.25022738,115572.226328921,0,5992921246.85896,1997544871.43027,603212
"145","Monaco","MCO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","Moldova","MDA",0,0,0,0,33.2629360567128,0.0366605819590052,12244082.4953337,534855.778224188,195471.009887622,66.118483065803,7.73275370837655,35.527116924765,0,9584.10413167476,1634840201.875,720667565.428711,248733.689990997,217912.264559373,99669.7151107611,66925.4170413613,6116.06498651812,0,23883834.9924,8840100.40421751,53602
"147","Madagascar","MDG",0,3261561.76794116,1138946.9931405,869245.018940593,11125.3326947082,2650.95967363427,374749286.519391,37676775.796327,15890550.3604664,15054.7534793849,5237.30620359199,10653.1254111043,1153.15012168884,602783.999197977,109555608926.567,42298409918.2479,15479976.1272109,14256593.4623843,3336276.48195654,2748190.86043538,2452.79431962308,929,4321138672.49873,1799422575.45371,5673174
"148","Maldives","MDV",0,868471.624563217,904257.457513332,0,0,0,0,0,0,0,0,0,11.4443454742432,0,0,0,0,0,0,0,0,402,0,0,0
"149","México","MEX",13093364714.5312,9699928.71778811,2977068.32647422,3838432.91386884,54863.0543518755,2584.04727349794,3068435875.30421,201724801.804576,56079169.5299344,17384.0701779101,13215.1977022748,29875.9986862023,2890.34559506178,1098734.12961113,1240823971769.85,292086952151.613,29047876.8234469,24368078.6042165,39856830.2801649,26975649.655895,183837.56978325,1157,24438478804.5024,7052293912.03178,13024086
"150","Marshall Islands","MHL",0,117662.025385141,95396.1538285315,0,0,0,0,0,0,0,0,0,0.0877608060836792,0,0,0,0,0,0,0,0,2,0,0,0
"151","North Macedonia","MKD",0,0,0,0,585.396519427317,7.35199026070435,35574285.9825228,6724059.26958989,2485744.29590376,156.183181840026,24.5521553393919,506.540834508164,0,46842.2647274722,14721353102.5039,5648984640.15055,557525.843561573,368415.348310587,464874.111446962,228145.998471856,2445.38116376999,0,759867415.577581,310751127.058294,215284
"152","Mali","MLI",0,0,0,0,533.192591102697,698.288576412524,673333480.767584,40977541.107838,2513866.5052446,1718.86588900267,10298.6812911772,10830.6998932068,0,74817.6183140216,734862552863.146,39639443218.8044,4573487.10685767,4235654.68561246,1502562.23425008,922403.43977482,845.22679914308,0,6839930505.57331,409809863.344383,1582419
"153","Malta","MLT",0,19149.0389662804,14893.7114472117,0.135686784982681,0,0,0,0,0,0,0,0,0.751867413520813,0,0,0,3257.455078125,3257.455078125,4504.80224609375,4504.80224609375,0,0,0,0,77
"154","Myanmar","MMR",0,4960670.25210058,1391005.01528713,1212646.7402895,33096.7006890826,3320.95930759933,3713030075.14513,152079166.318191,29190953.1540211,9754.07179900878,42295.7969514719,1565.95439034197,11457.0800738335,830276.564153557,808357642775.893,96580474419.6299,11229281.0235471,7701298.89171486,2724519.49126882,1518287.44602943,10963.6501936739,323,39204131392.793,4840667624.99927,10192168
"155","Montenegro","MNE",0,417195.761766315,108772.593710899,263742.514861941,330.850109622599,11.5878909582011,34476641.8217273,4702427.53480259,1828963.08730542,144.447733360734,116.995964419795,218.173931508107,0.312498033046722,39560.2397354356,17033214089.5256,3222567705.72865,317094.7069484,267030.862274502,159518.595683623,77431.2652859539,2231.48460224216,0,892995548.190311,196066903.447815,207246
"156","Mongolia","MNG",0,0,0,0,194.475652180775,180.591012906907,80244451.8925982,3029839.13106605,374665.426226811,140.221595742185,169.042452572379,21046.3412070439,0,768418.573727766,62511057465.7424,4301432846.88813,1100053.68553512,1037204.75754329,1184098.80311502,932866.046612373,2.63348015190927,0,4118099985.20213,281452047.71748,6122545
"157","Northern Mariana Islands","MNP",0,70782.4799909852,38852.6393806338,0,0,0,0,0,0,0,0,0,0.10684552276507,0,0,0,0,0,0,0,0,311,0,0,0
"158","Mozambique","MOZ",0,2150026.6378843,1170870.1871391,485955.291551166,25271.0870707261,5034.28120165946,512111132.485123,30175845.96648,10799093.7401824,20117.4482744884,12779.0238234821,3327.56521122348,212.777170062065,1336902.92772021,107877345967.713,28972059535.8858,15005821.1391223,13210247.6083018,4050731.74954313,1920829.60961711,1393.23191225404,481,2504637403.72252,687404192.271837,8728291
"159","Mauritania","MRT",0,194.299496621383,0.00699592410080641,81.7923313081264,10.5531079546948,56.5252636771966,232488932.959298,32004911.1636099,4869734.27754715,62.6438917381738,2129.85054657527,5801.87421338523,1375.85203361511,4682.41267118506,70434656262.5502,5801677767.31088,1804031.1260393,1782874.37809813,212295.369633955,137090.23133149,71.264993444734,0,1399799423.74712,90344064.3155562,364298
"160","Montserrat","MSR",0,23070.4562901588,7334.86998033524,18341.8215245338,0.536915332364013,0,0,0,0,0.118133258103921,0,7.0127754048357,0,0,209466.691605344,203392.972993164,0,0,0,0,0,71,0,0,2044
"161","Martinique","MTQ",0,374008.974315925,144167.548028868,273821.744628109,14.7047962147177,0,0,0,0,5.2518603605315,0,0.187165766954422,0.995967984199524,0,56431829.7875462,52909672.5644588,173939.017089844,170170.332594045,74046.5386962891,72530.2436418533,0,300,0,0,17500
"162","Mauritius","MUS",0,583420.761643472,227697.009007454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,0,0,0
"163","Malawi","MWI",0,0,0,0,1082.95073268274,673.760952043384,68543072.0617778,3404164.68903476,630598.336437532,2638.23581382413,19051.6514297236,1016.6362976507,0,53178.5731065112,40224292390.092,9194877116.72943,4556346.76964194,2997050.47407835,572924.388753421,377223.322060794,2196.54986531064,0,2675125190.5426,686043534.859772,444628
"164","Malaysia","MYS",0,12954695.6508646,2482134.11459675,2509501.96006618,7139.13753372998,1518.51880932288,518472595.419617,86433506.8529081,24035057.8095175,3295.96578547187,429.320325913955,2.8877145218326,15773.8715407848,119836.130054601,182535604833.162,43201003542.2268,4014273.1317724,2852456.88999044,5029640.34402087,3174905.49717434,62541.4774475603,1413,4488478632.05174,1048982518.39604,7749524
"165","Mayotte","MYT",0,400135.229593992,183985.022726893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0
"166","Namibia","NAM",0,438596.170015819,345459.410783172,96260.6233814731,152.966632613953,727.466406920812,39324627.8395257,1726991.68420151,509320.427941557,573.117154290199,346.159814288141,6410.8872623931,93.7367651462555,596562.054691934,33962239076.7837,4985221669.9405,1303364.93529508,1238887.12610712,501938.193317797,458423.061082065,0.858166108102851,0,368847992.54706,61010816.4303791,3671058
"167","New Caledonia","NCL",1315390.4140625,256625.90817841,101747.198385993,127560.67505051,915.448044627903,35.974868903503,173470.009848834,0,0,55.458103406774,0,42.7297141402138,0.206638097763062,0,76571030.4565268,62924369.891358,112644.329750374,91409.6662507327,97287.3347342014,65770.4052696228,0,377,4311298.9465316,3423234.50247098,195343
"168","Niger","NER",0,0,0,0,11.987523202726,26.4600298587131,459747597.961277,26574113.9809418,1789416.95399665,55.8041329084063,1569.09386851825,6341.99348522579,0,62707.4437326075,286855288867.204,28209138488.6305,7442698.84280145,7224887.37939786,1849031.80855802,1593785.97083596,4530.19221681605,0,4476414550.45176,401598696.10946,495904
"169","Norfolk Island","NFK",0,4851.6764831543,889.475631713867,1694.25122070312,0,0,0,0,0,0,0,0,0,0,0,0,405.994415283203,405.994415283203,0,0,0,0,0,0,23
"170","Nigeria","NGA",0,3712447.52519041,2208849.32674273,2565803.00479373,6025.97342007375,4332.66826150992,1235404625.29283,97922688.1147143,19392088.2841922,14907.3274538489,30811.3508467098,20308.6253044016,18761.6890563965,423125.630788444,1717878038018.29,176733029864.008,30794996.5052344,27329436.594166,22602453.6228635,18071006.9864518,94852.3056845414,0,17955344862.3854,2349830289.08364,5291295
"171","Nicaragua","NIC",0,424994.884560503,142897.032690411,290097.035143286,2227.61854317171,534.143750582712,17485490.7006601,3790958.72432601,1309633.68032088,2632.19602154434,152.177666579839,399.963686307457,49.368510171771,17470.4519357664,15993400686.9386,6154291542.24691,2089813.19412244,1833320.58904799,1616950.0118129,1299022.97887909,1801.39078977565,41,640986899.922807,235132320.024103,1569661
"172","Niue","NIU",0,3814.49830043316,1655.33849072456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0
"173","Netherlands","NLD",0,3780130.45871991,489005.765481166,800731.324192472,49.0446000224396,0,128708682.549683,8274479.30362331,3509512.22851199,47.2180939476988,261.815769326058,2927.17296935385,2097.84374284744,20459.0611792196,14913410482.8572,6948725787.31171,3663852.62584686,3573668.53496092,4583193.69120932,4136398.65585276,67842.1495863878,0,26176815.741458,12057943.300043,409220
"174","Norway","NOR",0,2807605.37837308,1405913.80069492,1355158.96927695,1137.8027478176,57.3461017942179,92781595.8526649,0,0,211.950842805486,121.015476687695,439.407046358626,10704.056885004,232671.747098013,0,0,2716460.70610704,2234464.50091674,1120922.22791595,803580.873460267,4950.53874283488,0,0,0,2952831
"175","Nepal","NPL",0,0,0,0,3376.72079828401,3371.38330675966,3160677799.56348,92274252.3079075,6618620.53260758,9981.39914162276,4531.8927569954,4020.13888024596,0,417551.615094178,476181595937.391,50020778386.396,11614712.8158695,8213535.84627959,2193633.44141665,1427496.61431266,6178.91905061333,0,62249539091.7647,5537657820.25345,1579666
"176","Nauru","NRU",0,69895.107421875,47383.1791992188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
